age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
72,Self-emp-not-inc,336423,4,3,Married-civ-spouse,4,Husband,White,Male,0,0,40,38,<=50K
52,State-gov,184529,11,9,Married-civ-spouse,10,Husband,White,Male,0,0,40,38,>50K
30,Private,153876,7,12,Never-married,9,Not-in-family,White,Female,0,0,53,38,<=50K
22,Private,269687,15,10,Never-married,11,Own-child,White,Male,0,0,35,38,<=50K
27,Private,153805,15,10,Never-married,2,Unmarried,Other,Male,0,0,45,6,<=50K
43,Private,151504,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
45,Private,330087,7,12,Never-married,4,Not-in-family,White,Male,0,0,40,38,<=50K
59,Private,164970,11,9,Married-civ-spouse,9,Husband,Black,Male,0,0,60,38,<=50K
23,Private,239539,15,10,Never-married,2,Own-child,Asian-Pac-Islander,Male,0,0,40,39,>50K
55,Self-emp-not-inc,50215,8,11,Married-civ-spouse,7,Wife,White,Female,0,0,42,38,<=50K
51,Local-gov,80123,15,10,Married-civ-spouse,10,Husband,White,Male,0,0,35,38,<=50K
54,Unknown,55139,9,13,Married-civ-spouse,14,Husband,White,Male,0,0,43,38,<=50K
44,Unknown,276096,15,10,Never-married,14,Other-relative,White,Male,0,0,45,38,<=50K
41,Private,222813,7,12,Married-civ-spouse,11,Husband,White,Male,0,0,45,38,>50K
24,Private,172232,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,42,38,<=50K
54,Self-emp-not-inc,386773,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,60,38,<=50K
38,Private,87556,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
38,State-gov,169926,9,13,Married-civ-spouse,9,Wife,White,Female,0,0,21,38,>50K
41,Private,104196,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,50,38,>50K
34,Private,320027,11,9,Married-civ-spouse,7,Husband,White,Male,0,0,50,38,<=50K
59,Private,116637,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
33,Private,307640,8,11,Never-married,3,Unmarried,Black,Female,0,0,40,38,<=50K
69,Unknown,138386,11,9,Married-civ-spouse,14,Husband,White,Male,1409,0,35,38,<=50K
25,Private,269015,11,9,Never-married,7,Other-relative,Black,Female,0,0,40,38,<=50K
30,Private,90308,13,1,Never-married,7,Unmarried,White,Male,0,0,28,7,<=50K
41,Local-gov,39581,11,9,Separated,7,Not-in-family,Black,Female,4101,0,40,38,<=50K
49,Self-emp-not-inc,241688,11,9,Married-civ-spouse,9,Husband,White,Male,0,0,60,4,<=50K
22,Local-gov,467759,11,9,Divorced,6,Own-child,White,Male,0,0,48,38,<=50K
39,Private,303677,15,10,Divorced,3,Unmarried,White,Female,0,0,15,38,<=50K
56,Private,47392,8,11,Married-civ-spouse,12,Husband,White,Male,0,0,40,38,>50K
37,Private,97925,11,9,Divorced,0,Not-in-family,White,Female,0,0,40,38,<=50K
18,Local-gov,243240,15,10,Never-married,7,Own-child,White,Male,0,0,15,38,<=50K
29,Private,472344,4,3,Married-civ-spouse,5,Not-in-family,White,Male,0,0,40,25,<=50K
41,Private,177054,11,9,Divorced,6,Unmarried,White,Male,0,0,40,38,<=50K
43,Local-gov,212206,8,11,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,>50K
34,Private,244147,11,9,Married-civ-spouse,7,Husband,White,Male,0,0,40,38,>50K
29,Private,167336,15,10,Married-civ-spouse,0,Wife,White,Female,0,0,50,38,<=50K
43,State-gov,135060,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,50,39,>50K
49,Private,52184,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,<=50K
31,Private,159187,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,25,38,<=50K
35,Federal-gov,22494,9,13,Divorced,9,Not-in-family,White,Female,0,0,50,38,>50K
36,Private,219745,11,9,Separated,2,Not-in-family,White,Male,0,0,40,38,<=50K
67,Private,113323,12,14,Divorced,0,Unmarried,White,Male,0,0,41,38,<=50K
36,Private,181099,10,16,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
26,Private,216741,11,9,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
51,Local-gov,106365,7,12,Divorced,0,Unmarried,White,Female,0,0,40,38,<=50K
45,Private,124973,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,30,38,<=50K
37,Private,73199,11,9,Married-civ-spouse,5,Husband,Asian-Pac-Islander,Male,0,0,40,38,>50K
49,Federal-gov,362679,8,11,Married-civ-spouse,0,Husband,White,Male,0,0,9,38,>50K
29,Private,197222,9,13,Never-married,3,Not-in-family,White,Female,0,0,40,38,<=50K
56,Private,33115,11,9,Divorced,7,Unmarried,White,Female,0,0,40,38,<=50K
42,Federal-gov,37997,9,13,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
47,Private,162067,12,14,Married-civ-spouse,0,Husband,Black,Male,0,0,40,13,<=50K
35,Private,133839,15,10,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,>50K
33,Self-emp-not-inc,398874,9,13,Never-married,12,Own-child,White,Male,0,0,40,38,<=50K
26,Self-emp-inc,289224,9,13,Never-married,3,Not-in-family,White,Male,0,0,40,38,<=50K
19,Private,261259,15,10,Never-married,5,Own-child,White,Male,0,0,35,38,<=50K
61,Private,438587,4,3,Married-civ-spouse,6,Husband,Black,Male,0,0,40,38,<=50K
31,Private,271162,1,7,Never-married,3,Own-child,White,Male,0,0,40,38,<=50K
66,Unknown,115880,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,24,38,<=50K
21,Private,29810,15,10,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
19,Private,277695,13,1,Never-married,4,Not-in-family,White,Male,0,0,50,25,<=50K
35,Private,277347,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,55,38,<=50K
43,Unknown,220445,11,9,Widowed,14,Own-child,Black,Male,0,0,40,38,<=50K
29,Private,231507,11,9,Never-married,2,Not-in-family,White,Male,0,0,35,38,<=50K
28,Private,184477,8,11,Divorced,2,Not-in-family,White,Male,0,0,60,38,<=50K
24,Private,174714,15,10,Never-married,5,Own-child,White,Male,0,0,45,38,<=50K
24,Private,118792,15,10,Never-married,11,Own-child,White,Female,0,0,12,38,<=50K
46,Local-gov,274689,7,12,Divorced,10,Not-in-family,White,Male,0,0,40,38,<=50K
24,Private,148315,11,9,Never-married,5,Unmarried,White,Male,0,0,45,38,<=50K
24,Private,99844,12,14,Never-married,9,Own-child,White,Male,0,0,60,38,<=50K
36,State-gov,143437,9,13,Divorced,9,Not-in-family,Other,Female,0,0,40,38,<=50K
22,Private,114357,15,10,Never-married,0,Not-in-family,White,Male,0,0,55,38,<=50K
46,Unknown,427055,15,10,Divorced,14,Not-in-family,White,Male,0,0,40,38,>50K
68,Local-gov,137518,11,9,Widowed,0,Not-in-family,White,Female,0,0,33,38,<=50K
33,Private,183125,11,9,Never-married,11,Not-in-family,White,Female,0,0,45,38,<=50K
28,Private,269317,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,42,38,<=50K
46,State-gov,107682,11,9,Divorced,0,Not-in-family,White,Female,0,0,38,38,<=50K
30,Private,159589,9,13,Married-civ-spouse,3,Husband,White,Male,0,1848,50,38,>50K
50,Private,46401,9,13,Married-spouse-absent,11,Not-in-family,White,Female,0,0,20,10,<=50K
69,Self-emp-not-inc,164754,11,9,Married-civ-spouse,9,Husband,White,Male,0,0,20,38,<=50K
63,Unknown,109446,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,40,38,<=50K
33,Private,314068,8,11,Divorced,12,Unmarried,White,Female,0,0,40,38,<=50K
22,Private,242138,11,9,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,<=50K
39,Federal-gov,203070,15,10,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
39,Private,266960,15,10,Divorced,6,Not-in-family,White,Female,0,0,25,38,<=50K
29,Self-emp-not-inc,239511,15,10,Separated,0,Unmarried,White,Female,0,0,50,38,<=50K
65,Unknown,244749,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,20,4,<=50K
23,Private,244698,4,3,Never-married,4,Other-relative,White,Male,0,0,35,25,<=50K
25,Private,207258,6,5,Never-married,0,Unmarried,White,Female,0,0,40,25,<=50K
61,Private,111563,1,7,Married-civ-spouse,13,Husband,White,Male,0,0,27,38,<=50K
50,Private,233149,8,11,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,>50K
61,Private,166789,12,14,Married-civ-spouse,3,Husband,White,Male,0,2246,50,38,>50K
54,Self-emp-inc,22743,9,13,Divorced,3,Not-in-family,White,Male,99999,0,70,38,>50K
41,Local-gov,180599,12,14,Married-civ-spouse,9,Husband,White,Male,0,0,50,38,<=50K
38,Private,28738,15,10,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
38,Private,259846,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,60,38,>50K
24,Self-emp-inc,158950,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,45,38,<=50K
23,Private,185948,11,9,Never-married,2,Unmarried,White,Male,0,0,40,38,<=50K
67,Unknown,187553,5,4,Divorced,14,Not-in-family,White,Male,0,0,40,38,<=50K
49,Private,169092,15,10,Married-civ-spouse,3,Wife,White,Female,5178,0,40,1,>50K
40,Private,129298,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
36,Private,120204,11,9,Divorced,12,Not-in-family,White,Female,0,0,40,38,<=50K
49,Local-gov,229337,11,9,Separated,7,Not-in-family,White,Male,0,0,40,38,<=50K
43,Private,183674,2,8,Married-spouse-absent,11,Unmarried,White,Female,0,0,25,39,<=50K
34,Private,538243,15,10,Separated,12,Unmarried,Black,Female,0,0,40,38,<=50K
38,Private,108947,11,9,Divorced,6,Not-in-family,White,Male,2174,0,40,38,<=50K
35,Private,128516,11,9,Married-civ-spouse,3,Wife,White,Female,0,0,45,38,<=50K
28,Private,147560,15,10,Never-married,11,Own-child,White,Male,0,0,40,38,<=50K
36,Private,131808,11,9,Married-civ-spouse,6,Husband,White,Male,4386,0,40,38,>50K
33,Private,234537,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
46,Local-gov,165160,9,13,Married-civ-spouse,9,Wife,White,Female,0,0,40,38,>50K
51,Private,90275,11,9,Divorced,11,Unmarried,White,Female,0,0,45,38,<=50K
26,Local-gov,143583,12,14,Never-married,9,Not-in-family,White,Female,0,0,40,38,<=50K
27,Self-emp-not-inc,210020,11,9,Married-civ-spouse,6,Own-child,White,Male,0,0,40,38,<=50K
26,Private,135603,12,14,Never-married,3,Not-in-family,White,Male,0,0,48,38,<=50K
59,Unknown,441227,12,14,Married-civ-spouse,14,Husband,Black,Male,7298,0,50,38,>50K
38,Private,341943,11,9,Divorced,3,Unmarried,White,Female,0,0,40,38,<=50K
64,Private,38274,5,4,Married-civ-spouse,4,Husband,White,Male,0,0,40,38,<=50K
35,Private,327435,15,10,Separated,9,Unmarried,White,Female,0,0,45,38,>50K
27,Federal-gov,175262,15,10,Never-married,6,Own-child,White,Male,0,0,40,38,<=50K
24,Private,376474,11,9,Married-civ-spouse,5,Husband,White,Male,0,0,65,38,<=50K
38,Private,171150,5,4,Married-civ-spouse,2,Husband,White,Male,3781,0,78,38,<=50K
32,Private,459465,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,7,<=50K
37,Local-gov,188391,7,12,Divorced,7,Unmarried,White,Male,0,0,60,38,>50K
37,Private,196373,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
28,Private,122913,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,40,38,>50K
35,State-gov,37314,10,16,Never-married,9,Not-in-family,White,Male,0,0,55,38,<=50K
37,Private,198492,11,9,Never-married,5,Own-child,White,Male,0,0,40,38,<=50K
47,Self-emp-not-inc,20946,9,13,Divorced,7,Not-in-family,White,Female,0,0,40,38,<=50K
20,Private,281608,15,10,Never-married,11,Not-in-family,White,Female,0,0,50,38,<=50K
31,Self-emp-not-inc,213643,12,14,Divorced,9,Not-in-family,White,Male,0,1590,60,38,<=50K
18,Private,39222,1,7,Never-married,5,Own-child,White,Male,0,0,30,38,<=50K
23,Private,208238,0,6,Never-married,11,Own-child,White,Female,0,0,20,38,<=50K
53,Private,261207,11,9,Married-civ-spouse,7,Husband,White,Male,0,0,40,28,<=50K
36,Private,131192,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,>50K
75,Private,148214,11,9,Widowed,0,Not-in-family,White,Female,0,0,25,38,<=50K
54,Self-emp-not-inc,155965,11,9,Married-civ-spouse,4,Husband,White,Male,0,0,56,38,<=50K
25,Private,269004,8,11,Never-married,2,Own-child,White,Male,0,0,40,38,<=50K
47,Self-emp-not-inc,97883,11,9,Divorced,7,Not-in-family,White,Female,0,0,48,21,<=50K
52,Private,177942,11,9,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,>50K
38,Local-gov,360494,14,15,Never-married,9,Not-in-family,White,Male,0,0,50,38,<=50K
45,Self-emp-not-inc,45136,14,15,Married-civ-spouse,9,Husband,White,Male,99999,0,60,38,>50K
28,Private,173483,9,13,Married-civ-spouse,9,Wife,White,Female,5013,0,20,38,<=50K
19,Private,205953,11,9,Never-married,5,Not-in-family,Black,Male,0,0,20,38,<=50K
41,Private,169823,14,15,Married-civ-spouse,9,Husband,White,Male,0,0,46,38,>50K
18,Private,99591,1,7,Never-married,7,Own-child,White,Female,0,0,16,38,<=50K
42,Private,32627,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,<=50K
30,Private,378009,11,9,Never-married,6,Own-child,White,Male,0,0,40,38,<=50K
48,Private,233511,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
51,Private,173987,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
45,Private,162302,11,9,Divorced,3,Unmarried,White,Female,0,0,30,38,<=50K
24,Private,192812,12,14,Never-married,9,Own-child,White,Female,0,0,40,38,<=50K
65,Private,217661,11,9,Married-civ-spouse,13,Husband,White,Male,0,2246,40,38,>50K
61,Private,353031,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,60,38,<=50K
21,Private,155483,15,10,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
41,Self-emp-not-inc,274158,15,10,Married-civ-spouse,6,Husband,White,Male,0,0,30,38,<=50K
35,Local-gov,26987,9,13,Never-married,9,Not-in-family,White,Female,0,1876,45,38,<=50K
49,Private,68493,11,9,Married-spouse-absent,2,Unmarried,Black,Male,0,0,40,38,<=50K
19,Unknown,257421,15,10,Never-married,14,Own-child,Black,Female,0,0,15,38,<=50K
26,Private,38257,11,9,Never-married,7,Unmarried,White,Female,0,0,20,38,<=50K
22,Local-gov,175586,11,9,Never-married,13,Own-child,Black,Female,0,0,20,38,<=50K
49,Private,316323,11,9,Married-civ-spouse,13,Husband,Black,Male,0,0,48,38,>50K
36,Private,117802,8,11,Married-civ-spouse,9,Husband,White,Male,0,0,40,38,<=50K
18,Self-emp-not-inc,454950,15,10,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
17,Private,284277,1,7,Never-married,7,Own-child,White,Male,1055,0,20,38,<=50K
32,State-gov,90409,15,10,Never-married,2,Own-child,White,Male,0,0,20,38,<=50K
43,Private,248094,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,44,38,>50K
29,Private,138692,11,9,Divorced,2,Not-in-family,White,Male,0,0,40,38,<=50K
46,Private,173938,12,14,Married-civ-spouse,9,Husband,White,Male,15024,0,50,38,>50K
65,Unknown,146722,2,8,Married-civ-spouse,14,Husband,White,Male,0,0,10,38,<=50K
31,Private,145439,11,9,Married-civ-spouse,0,Husband,Amer-Indian-Eskimo,Male,0,0,40,38,<=50K
24,Private,324445,11,9,Never-married,6,Not-in-family,White,Female,0,0,40,38,<=50K
32,Private,176410,11,9,Never-married,0,Own-child,White,Female,0,0,38,38,<=50K
25,Private,129275,11,9,Never-married,5,Not-in-family,White,Male,0,0,40,38,<=50K
28,Private,399123,11,9,Never-married,5,Not-in-family,Black,Male,0,0,40,38,<=50K
51,Private,76044,12,14,Divorced,9,Unmarried,Other,Male,4787,0,35,25,>50K
28,Private,87632,15,10,Married-civ-spouse,11,Husband,White,Male,0,0,43,38,<=50K
33,Private,269605,11,9,Never-married,3,Not-in-family,White,Male,0,0,32,38,<=50K
46,Private,37718,7,12,Married-civ-spouse,12,Husband,White,Male,0,1977,50,38,>50K
70,Unknown,162659,5,4,Married-civ-spouse,14,Husband,White,Male,0,0,8,38,<=50K
45,Self-emp-not-inc,277434,9,13,Married-civ-spouse,3,Husband,White,Male,0,0,50,38,<=50K
28,Private,209205,15,10,Never-married,0,Not-in-family,White,Male,0,0,44,38,<=50K
75,Unknown,34235,11,9,Widowed,14,Not-in-family,White,Female,2964,0,14,38,<=50K
41,Private,141186,11,9,Married-spouse-absent,0,Unmarried,White,Female,0,0,40,38,<=50K
48,Private,123681,15,10,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,>50K
31,Private,174215,11,9,Married-civ-spouse,3,Wife,White,Female,0,0,35,38,<=50K
17,Private,96354,1,7,Never-married,7,Own-child,White,Male,0,0,40,38,<=50K
64,Unknown,109108,11,9,Divorced,14,Not-in-family,White,Female,0,0,20,38,<=50K
37,Private,107302,15,10,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,>50K
51,Local-gov,250054,15,10,Widowed,7,Unmarried,White,Female,0,0,40,38,<=50K
51,Private,50459,12,14,Married-civ-spouse,9,Husband,White,Male,0,1740,40,38,<=50K
57,Local-gov,22975,12,14,Married-civ-spouse,3,Husband,Black,Male,0,0,40,38,>50K
29,Private,97189,8,11,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
28,Private,238859,11,9,Never-married,5,Other-relative,White,Male,0,0,20,38,<=50K
26,State-gov,239303,9,13,Married-civ-spouse,0,Husband,White,Male,3942,0,7,38,<=50K
33,Private,310655,12,14,Married-civ-spouse,9,Husband,White,Male,0,0,45,38,<=50K
42,Private,276218,9,13,Divorced,3,Unmarried,White,Female,0,0,38,38,<=50K
30,Private,94235,9,13,Married-civ-spouse,9,Husband,White,Male,0,1977,50,38,>50K
45,Private,135339,15,10,Married-civ-spouse,2,Husband,Asian-Pac-Islander,Male,0,0,45,38,<=50K
20,Private,199703,11,9,Married-civ-spouse,7,Husband,White,Male,0,0,28,38,<=50K
36,Private,52532,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,<=50K
64,State-gov,186376,9,13,Married-civ-spouse,9,Husband,White,Male,5178,0,40,38,>50K
29,Private,229124,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,48,38,>50K
18,Private,152508,1,7,Married-civ-spouse,11,Wife,Other,Female,0,0,20,38,<=50K
45,Private,54260,11,9,Never-married,4,Not-in-family,White,Male,0,0,60,38,<=50K
31,Private,48520,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,30,38,<=50K
66,Self-emp-not-inc,439777,0,6,Married-civ-spouse,2,Husband,White,Male,0,0,25,38,<=50K
49,Private,191389,11,9,Divorced,11,Not-in-family,White,Female,0,0,40,38,<=50K
45,Private,118714,8,11,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
22,Private,34616,15,10,Never-married,7,Unmarried,White,Female,0,0,20,38,<=50K
29,Unknown,199074,11,9,Never-married,14,Own-child,White,Male,0,0,20,38,<=50K
20,Unknown,112858,11,9,Never-married,14,Own-child,White,Male,0,0,2,38,<=50K
22,Private,199555,11,9,Never-married,13,Not-in-family,White,Male,0,0,48,38,<=50K
21,Unknown,211013,15,10,Never-married,14,Own-child,White,Female,0,0,40,38,<=50K
46,Private,107425,11,9,Divorced,11,Not-in-family,White,Female,0,0,40,38,<=50K
62,Private,106549,7,12,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,<=50K
41,State-gov,110556,12,14,Married-civ-spouse,3,Wife,Black,Female,0,0,40,38,<=50K
46,Self-emp-not-inc,265097,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,10,<=50K
41,Private,215219,11,9,Divorced,2,Not-in-family,White,Female,0,0,40,38,<=50K
61,Self-emp-not-inc,142988,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
64,Private,239450,12,14,Married-civ-spouse,9,Husband,White,Male,0,0,45,38,>50K
18,Private,162084,11,9,Never-married,7,Own-child,White,Female,0,0,40,38,<=50K
34,Private,83066,11,9,Married-civ-spouse,13,Husband,Black,Male,0,0,40,38,<=50K
36,Private,181705,15,10,Separated,13,Not-in-family,White,Male,0,0,40,38,<=50K
80,Private,138737,11,9,Divorced,0,Other-relative,White,Female,0,0,20,38,<=50K
24,Federal-gov,332194,6,5,Never-married,0,Other-relative,Black,Male,0,0,40,38,<=50K
20,Private,291979,11,9,Never-married,11,Unmarried,White,Male,0,0,35,38,<=50K
64,Private,162761,15,10,Widowed,11,Not-in-family,White,Male,2354,0,35,38,<=50K
21,Private,153643,11,9,Never-married,7,Own-child,Black,Male,0,0,70,38,<=50K
52,Private,30908,11,9,Married-civ-spouse,4,Husband,White,Male,0,0,60,38,<=50K
31,Private,92179,0,6,Divorced,6,Not-in-family,White,Male,0,0,40,38,<=50K
66,Self-emp-inc,50408,2,8,Married-civ-spouse,11,Husband,White,Male,0,0,20,38,<=50K
50,Federal-gov,191013,11,9,Separated,11,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,38,<=50K
62,Private,170969,15,10,Married-civ-spouse,2,Husband,Black,Male,0,0,40,38,>50K
19,Unknown,302229,11,9,Never-married,14,Own-child,Black,Male,0,0,10,38,<=50K
49,Private,80026,5,4,Married-civ-spouse,2,Husband,White,Male,0,0,50,38,<=50K
33,Private,93056,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,<=50K
38,Local-gov,414791,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,>50K
20,Private,37894,15,10,Never-married,0,Own-child,White,Female,0,1719,30,38,<=50K
31,Local-gov,164243,11,9,Married-civ-spouse,10,Husband,White,Male,0,0,55,38,>50K
41,Self-emp-not-inc,36651,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,45,38,>50K
22,Self-emp-not-inc,26248,11,9,Never-married,7,Own-child,White,Female,0,0,50,38,<=50K
41,Private,244522,11,9,Married-civ-spouse,2,Husband,White,Male,7688,0,42,38,>50K
39,Private,183279,9,13,Married-civ-spouse,11,Husband,White,Male,7298,0,40,38,>50K
63,Private,177063,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,<=50K
25,Private,220220,11,9,Never-married,5,Not-in-family,White,Male,0,0,47,38,<=50K
58,Private,180779,11,9,Married-civ-spouse,9,Husband,White,Male,0,0,40,38,<=50K
26,Private,238787,9,13,Married-civ-spouse,11,Wife,White,Female,0,0,20,38,<=50K
38,Private,32086,15,10,Divorced,0,Own-child,White,Male,0,0,52,38,<=50K
35,Private,302149,15,10,Married-civ-spouse,2,Husband,Asian-Pac-Islander,Male,0,0,40,0,>50K
43,Self-emp-not-inc,136986,9,13,Married-civ-spouse,3,Husband,White,Male,7298,0,50,38,>50K
47,State-gov,61062,10,16,Separated,3,Own-child,Asian-Pac-Islander,Male,2354,0,45,38,<=50K
33,Private,260782,5,4,Married-civ-spouse,2,Husband,White,Male,0,0,40,25,<=50K
21,Private,82061,4,3,Never-married,2,Not-in-family,Other,Male,0,0,32,25,<=50K
22,Private,254351,11,9,Married-civ-spouse,10,Own-child,White,Male,0,0,40,38,<=50K
25,Private,128699,9,13,Never-married,0,Not-in-family,White,Female,0,0,45,38,<=50K
59,Private,171328,9,13,Married-spouse-absent,9,Other-relative,Black,Female,2202,0,37,38,<=50K
24,Unknown,152719,15,10,Never-married,14,Own-child,Black,Female,0,0,15,13,<=50K
42,Private,97688,11,9,Married-civ-spouse,13,Husband,White,Male,7298,0,40,38,>50K
33,Private,199248,15,10,Married-civ-spouse,9,Wife,White,Female,0,0,40,38,<=50K
25,Private,67240,9,13,Never-married,9,Own-child,White,Male,0,0,35,38,<=50K
27,Private,1490400,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
36,Self-emp-not-inc,188503,12,14,Never-married,9,Not-in-family,White,Female,0,0,60,38,>50K
40,Private,180206,7,12,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
27,Private,201872,9,13,Never-married,3,Not-in-family,White,Male,0,0,40,38,<=50K
36,Private,314373,11,9,Divorced,11,Not-in-family,White,Male,0,0,50,38,<=50K
36,Private,107737,1,7,Married-civ-spouse,2,Husband,White,Male,0,0,40,31,<=50K
44,Private,209093,9,13,Never-married,9,Not-in-family,White,Male,0,0,40,38,<=50K
48,Local-gov,218357,11,9,Separated,13,Unmarried,White,Female,0,0,25,38,<=50K
43,Private,163434,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
43,Private,326701,4,3,Separated,2,Not-in-family,Other,Male,0,0,40,25,<=50K
41,Private,164612,9,13,Married-civ-spouse,3,Husband,White,Male,0,1887,50,38,>50K
29,Self-emp-not-inc,37429,11,9,Married-civ-spouse,7,Wife,White,Female,0,0,30,38,<=50K
31,Private,408208,11,9,Never-married,6,Not-in-family,Black,Male,0,0,30,38,<=50K
54,Private,105638,6,5,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
36,Private,81259,7,12,Divorced,9,Unmarried,White,Female,0,0,36,38,<=50K
37,Private,201141,11,9,Divorced,6,Unmarried,White,Female,0,0,40,38,<=50K
27,Private,394927,11,9,Never-married,2,Own-child,White,Male,0,0,40,38,<=50K
52,Federal-gov,165998,14,15,Married-civ-spouse,1,Husband,White,Male,7298,0,50,38,>50K
40,Private,41888,15,10,Married-civ-spouse,13,Husband,Black,Male,0,2415,70,38,>50K
24,Private,72887,11,9,Never-married,7,Not-in-family,Asian-Pac-Islander,Male,0,0,40,38,<=50K
49,Private,56551,6,5,Divorced,2,Unmarried,White,Female,5455,0,45,38,<=50K
22,Private,227603,15,10,Never-married,9,Unmarried,White,Female,0,0,30,38,<=50K
28,Private,203776,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,45,30,<=50K
61,Private,202060,11,9,Never-married,0,Not-in-family,Black,Female,0,0,34,38,<=50K
59,Private,178282,11,9,Married-civ-spouse,6,Husband,White,Male,7688,0,40,38,>50K
31,Private,57151,15,10,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
35,Private,399455,11,9,Married-spouse-absent,7,Unmarried,White,Female,0,0,52,38,<=50K
37,Private,52630,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
42,Private,124692,9,13,Married-civ-spouse,3,Husband,White,Male,0,0,45,38,>50K
21,Private,278254,15,10,Never-married,5,Own-child,Black,Male,0,0,40,38,<=50K
40,Private,162098,11,9,Divorced,0,Not-in-family,White,Female,0,0,40,38,<=50K
23,Private,304143,15,10,Never-married,0,Own-child,White,Female,0,0,10,38,<=50K
37,Federal-gov,287031,12,14,Married-civ-spouse,12,Husband,White,Male,0,0,50,38,>50K
38,Private,102478,11,9,Never-married,3,Not-in-family,White,Female,0,0,40,38,<=50K
36,Private,172425,11,9,Married-spouse-absent,9,Unmarried,White,Female,0,0,40,38,>50K
48,Private,56664,11,9,Divorced,7,Not-in-family,White,Female,0,0,40,38,<=50K
42,Private,247514,15,10,Married-civ-spouse,5,Husband,White,Male,0,0,40,25,>50K
30,Private,307353,11,9,Never-married,7,Unmarried,Black,Female,0,0,35,38,<=50K
37,Private,111129,8,11,Married-civ-spouse,2,Husband,White,Male,0,0,39,38,<=50K
